ID,CASE_NUMBER,BLOCK,IUCR_CODE,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESC,ARREST,DOMESTIC,BEAT_NUM,DISTRICT_CODE,WARD_NO,COMMUNITY_CODE,FBI_CODE,X_COORDINATE,Y_COORDINATE,INCIDENT_YEAR,DATE_OF_UPDATE,LATITUDE,LONGITUDE,LOCATION,INCIDENT_DAYOFWEEK,INCIDENT_DATE,INCIDENT_TIME,INCIDENT_MONTH
10001562,HA260062,68XX S CICERO AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,True,False,521,11,37.0,53.0,12,1174984.0,1897259.0,2022,2022-02-06 17:09:00,41.9151944,-87.57178085,"(41.9151944, -87.57178085)",TUESDAY,2022-01-11,17:09:00,1
10001563,OP228031,66XX N NORTH AVE,750,THEFT,THEFT $500 AND UNDER,CONVENIENCE STORE,False,False,112,19,44.0,18.0,03,1176163.0,1916666.0,2023,2023-04-04 11:26:00,41.72794351,-87.70714344,"(41.72794351, -87.70714344)",SATURDAY,2023-03-25,11:26:00,3
10001564,BU489240,4XX N GRAND AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GROCERY FOOD STORE,False,False,2211,15,1.0,35.0,18,1157878.0,1865497.0,2016,2016-09-20 02:37:00,41.72285414,-87.57931786,"(41.72285414, -87.57931786)",SATURDAY,2016-09-17,02:37:00,9
10001565,IK437998,36XX N DIVISION ST,730,THEFT,SHOPLIFTING,CONVENIENCE STORE,True,False,1221,2,6.0,47.0,26,1169413.0,1877716.0,2015,2015-08-13 20:19:00,41.73768025,-87.67504239,"(41.73768025, -87.67504239)",TUESDAY,2015-07-28,20:19:00,7
10001566,WP665845,31XX S CHICAGO AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,False,False,411,20,12.0,53.0,26,1174984.0,1852262.0,2019,2019-03-06 17:31:00,41.73117437,-87.66187184,"(41.73117437, -87.66187184)",WEDNESDAY,2019-02-13,17:31:00,2
10001567,GY833785,36XX N STATE ST,460,BATTERY,SIMPLE,SIDEWALK,True,False,111,7,9.0,16.0,01A,1191320.0,1850768.0,2022,2022-06-30 20:34:00,41.84061179,-87.63676008,"(41.96030728, -87.63676008)",SATURDAY,2022-06-18,20:34:00,6
10001568,NF585534,78XX N WESTERN AVE,312,ROBBERY,ARMED: HANDGUN,CTA TRAIN,True,False,2511,22,3.0,42.0,11,1150346.0,1881272.0,2020,2020-07-20 03:47:00,41.8282855,-87.61944099,"(41.8282855, -87.61944099)",TUESDAY,2020-06-23,03:47:00,6
10001569,RG628774,81XX W HALSTED ST,730,THEFT,SHOPLIFTING,HOSPITAL BUILDING/GROUNDS,False,False,712,15,46.0,74.0,16,1167875.0,1871765.0,2022,2023-01-04 15:11:00,41.89668099,-87.61316505,"(41.89668099, -87.61316505)",THURSDAY,2022-12-15,15:11:00,12
10001570,LH721126,26XX W STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,False,False,1211,19,35.0,50.0,17,1161286.0,1895918.0,2020,2021-01-23 06:47:00,41.80039932,-87.79250547,"(41.80039932, -87.79250547)",MONDAY,2020-12-28,06:47:00,12
10001571,GN523235,21XX W CICERO AVE,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1121,10,31.0,69.0,20,1187629.0,1867252.0,2018,2018-07-02 01:24:00,41.79731424,-87.66798615,"(41.79731424, -87.66798615)",TUESDAY,2018-06-26,01:24:00,6
10001572,LB051728,10XX E NORTH AVE,910,VANDALISM,CRIMINAL DAMAGE,ALLEY,False,False,1221,15,7.0,63.0,18,1178313.0,1850238.0,2018,2018-05-15 22:24:00,41.70717144,-87.52921514,"(41.70717144, -87.52921514)",FRIDAY,2018-04-27,22:24:00,4
10001573,YJ413188,88XX S STATE ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,True,False,912,20,45.0,44.0,11,1153684.0,1884114.0,2020,2020-12-22 02:29:00,41.91954767,-87.71065512,,FRIDAY,2020-11-27,02:29:00,11
10001574,VD684346,94XX E PULASKI RD,510,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,False,True,1022,8,42.0,62.0,04B,1150240.0,1916675.0,2017,2017-03-29 15:07:00,41.97279797,-87.66308151,"(41.97279797, -87.66308151)",SUNDAY,2017-03-05,15:07:00,3
10001575,KH061152,96XX W CHICAGO AVE,460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,1511,18,36.0,5.0,20,1189658.0,1892372.0,2016,2016-10-21 14:35:00,41.88007093,-87.7142674,"(41.88007093, -87.7142674)",SATURDAY,2016-10-01,14:35:00,10
10001576,HY756090,62XX W GRAND AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,HOSPITAL BUILDING/GROUNDS,True,True,1221,4,6.0,71.0,16,1181353.0,1871899.0,2020,2020-07-13 23:13:00,41.80799177,-87.7221237,"(41.80799177, -87.7221237)",THURSDAY,2020-07-02,23:13:00,7
10001577,NH184240,86XX E FULLERTON AVE,312,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,1211,18,34.0,49.0,01A,1150458.0,1904883.0,2015,2015-08-31 21:42:00,41.90912793,-87.74758491,"(41.90912793, -87.74758491)",THURSDAY,2015-08-13,21:42:00,8
10001578,UC073240,56XX W STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,1811,24,31.0,7.0,08A,1189391.0,1923658.0,2020,2020-11-22 08:39:00,41.88827942,-87.67183732,"(41.88827942, -87.67183732)",THURSDAY,2020-11-05,08:39:00,11
10001579,UM120017,1XX S COTTAGE GROVE AVE,620,BURGLARY,UNLAWFUL ENTRY,STREET,False,False,1911,22,24.0,63.0,04B,1155737.0,1893439.0,2019,2019-04-04 12:44:00,41.96992835,-87.52412454,"(41.96992835, -87.52412454)",WEDNESDAY,2019-03-13,12:44:00,3
10001580,KV962565,71XX S DIVISION ST,510,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,False,False,312,25,42.0,28.0,03,1199712.0,1906490.0,2020,2020-01-14 18:15:00,41.8719274,-87.74352946,"(41.8719274, -87.74352946)",SATURDAY,2020-01-04,18:15:00,1
10001581,JY025981,79XX N STATE ST,740,THEFT,THEFT OVER $500,RETAIL STORE,False,False,121,24,13.0,60.0,16,1176261.0,1877815.0,2018,2018-10-07 14:30:00,41.7796572,-87.54520399,"(41.7796572, -87.54520399)",WEDNESDAY,2018-10-03,14:30:00,10
10001582,RD090696,32XX N HALSTED ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,1711,8,6.0,19.0,17,1197342.0,1886682.0,2018,2018-01-14 11:19:00,41.89619959,-87.78713631,"(41.89619959, -87.78713631)",MONDAY,2018-01-01,11:19:00,1
10001583,TM724983,61XX S BROADWAY,610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",False,False,1411,19,29.0,64.0,01A,1157921.0,1908029.0,2017,2017-08-24 15:00:00,41.91527095,-87.73830739,"(41.91527095, -87.73830739)",SUNDAY,2017-07-30,15:00:00,7
10001584,DF968193,78XX W ASHLAND AVE,800,ARSON,AGGRAVATED,OTHER,False,False,121,15,31.0,31.0,09,1171141.0,1909490.0,2018,2019-01-04 20:15:00,41.85141856,-87.77685263,"(41.85141856, -87.77685263)",THURSDAY,2018-12-20,20:15:00,12
10001585,HV469021,39XX E MADISON ST,460,BATTERY,SIMPLE,CTA TRAIN,False,False,121,25,27.0,58.0,05,1185981.0,1915373.0,2023,2023-09-13 19:29:00,41.90103894,-87.58085005,"(41.90103894, -87.58085005)",TUESDAY,2023-09-12,19:29:00,9
10001586,DE183840,45XX E FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,RETAIL STORE,False,False,1121,8,37.0,36.0,06,1150628.0,1895803.0,2018,2018-08-06 17:51:00,41.7541177,-87.77013625,"(41.7541177, -87.77013625)",MONDAY,2018-07-23,17:51:00,7
10001587,RV267315,81XX N NORTH AVE,740,THEFT,THEFT OVER $500,ALLEY,False,True,2011,15,48.0,40.0,20,1178940.0,1899639.0,2021,2021-03-05 02:15:00,41.88459727,-87.651374465,"(41.88459727, -87.55270178)",FRIDAY,2021-02-19,02:15:00,2
10001588,LB480045,68XX N BROADWAY,730,THEFT,SHOPLIFTING,CTA BUS,False,False,911,6,9.0,8.0,02,1178793.0,1878748.0,2015,2015-01-22 03:55:00,41.70275447,-87.62406879,"(41.70275447, -87.62406879)",SATURDAY,2015-01-17,03:55:00,1
10001589,BR833917,3XX S CHICAGO AVE,910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,1611,14,33.0,68.0,12,1197407.0,1865748.0,2023,2023-11-15 13:20:00,41.9236525,-87.74515726,"(41.9236525, -87.74515726)",MONDAY,2023-11-13,13:20:00,11
10001590,HS309881,33XX W WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,False,False,1121,24,48.0,41.0,26,1188662.0,1924589.0,2019,2019-11-11 17:16:00,41.84061179,-87.65995728,"(41.81470498, -87.65995728)",THURSDAY,2019-10-17,17:16:00,10
10001591,ID244499,93XX S CLARK ST,800,ARSON,AGGRAVATED,STREET,True,False,521,11,47.0,70.0,06,1174984.0,1919673.0,2016,2017-01-05 09:11:00,41.92118193,-87.75066968,"(41.92118193, -87.75066968)",SATURDAY,2016-12-31,09:11:00,12
10001592,CI666004,51XX W CICERO AVE,460,BATTERY,SIMPLE,GAS STATION,True,False,2511,17,39.0,31.0,04B,1178894.0,1872813.0,2019,2019-04-20 09:46:00,41.97712009,-87.64753946,"(41.97712009, -87.64753946)",THURSDAY,2019-04-11,09:46:00,4
10001593,SX219129,12XX S CHICAGO AVE,460,BATTERY,SIMPLE,GAS STATION,True,False,621,25,48.0,69.0,16,1155270.0,1865843.0,2016,2016-07-12 22:31:00,41.96984739,-87.70409489,"(41.96984739, -87.70409489)",SUNDAY,2016-07-10,22:31:00,7
10001594,WE644776,11XX N ASHLAND AVE,910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,True,False,1022,15,24.0,25.0,07,1154145.0,1887838.0,2020,2020-06-20 18:04:00,41.90728389,-87.651374465,"(41.90728389, -87.63050848)",THURSDAY,2020-06-18,18:04:00,6
10001595,AM213128,29XX E CICERO AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,BAR OR TAVERN,False,False,411,3,48.0,72.0,08B,1174040.0,1890213.0,2019,2019-04-27 14:53:00,41.71608607,-87.79477936,"(41.71608607, -87.79477936)",TUESDAY,2019-04-23,14:53:00,4
10001596,UN207307,98XX S MADISON ST,750,THEFT,THEFT $500 AND UNDER,CTA BUS,False,False,2211,11,43.0,36.0,17,1151432.0,1914737.0,2019,2019-06-14 16:13:00,41.89025107,-87.74912583,"(41.89025107, -87.74912583)",WEDNESDAY,2019-06-05,16:13:00,6
10001597,HM861959,58XX W PULASKI RD,460,BATTERY,SIMPLE,CONVENIENCE STORE,True,True,1811,8,19.0,72.0,05,1159321.0,1907980.0,2015,2015-07-07 16:22:00,41.84061179,-87.57379393,"(41.8723915, -87.57379393)",WEDNESDAY,2015-06-10,16:22:00,6
10001598,TW028611,3XX N MICHIGAN AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1221,17,6.0,41.0,01A,1175098.0,1901106.0,2020,2020-07-08 21:27:00,41.83211759,-87.6159971,"(41.83211759, -87.6159971)",SUNDAY,2020-07-05,21:27:00,7
10001599,BT794509,37XX E NORTH AVE,850,DECEPTIVE PRACTICE,FRAUD,VEHICLE NON-COMMERCIAL,True,False,2211,24,36.0,10.0,12,1162490.0,1885863.0,2021,2021-06-17 09:22:00,41.97171162,-87.72002994,"(41.97171162, -87.72002994)",WEDNESDAY,2021-05-26,09:22:00,5
10001600,KO585503,17XX W CHICAGO AVE,560,ASSAULT,SIMPLE,OTHER,True,False,2411,18,30.0,16.0,15,1189417.0,1867822.0,2022,2022-02-01 22:06:00,41.91616391,-87.54028785,"(41.91616391, -87.54028785)",SATURDAY,2022-01-22,22:06:00,1
10001601,PX446760,58XX W MADISON ST,750,THEFT,THEFT $500 AND UNDER,GAS STATION,False,False,1011,18,41.0,55.0,18,1186666.0,1879692.0,2020,2020-02-26 18:43:00,41.92737616,-87.52210306,"(41.92737616, -87.52210306)",THURSDAY,2020-01-30,18:43:00,1
10001602,AT304820,48XX E NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,411,10,45.0,12.0,16,1152609.0,1869670.0,2017,2017-07-21 17:17:00,41.81130152,-87.69865064,,THURSDAY,2017-07-06,17:17:00,7
10001603,LT786701,28XX W STATE ST,740,THEFT,THEFT OVER $500,RESIDENCE,False,False,812,6,38.0,45.0,16,1160899.0,1890965.0,2016,2016-11-26 23:49:00,41.83997748,-87.6144509,"(41.83997748, -87.6144509)",FRIDAY,2016-11-04,23:49:00,11
10001604,FJ770619,49XX S CLARK ST,460,BATTERY,SIMPLE,PARK PROPERTY,True,False,1511,10,35.0,51.0,17,1174984.0,1900499.0,2020,2020-03-04 00:34:00,41.91634333,-87.75249334,"(41.91634333, -87.75249334)",TUESDAY,2020-02-04,00:34:00,2
10001605,MC569910,43XX S STATE ST,610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,True,False,1211,12,26.0,55.0,08A,1155938.0,1858896.0,2022,2023-01-04 11:54:00,41.875909,-87.64675672,"(41.875909, -87.64675672)",SATURDAY,2022-12-31,11:54:00,12
10001606,JB777064,32XX S MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,True,True,211,17,46.0,33.0,05,1165001.0,1856871.0,2016,2016-01-07 15:18:00,41.94062466,-87.69636477,"(41.94062466, -87.69636477)",MONDAY,2016-01-04,15:18:00,1
10001607,MQ820719,56XX W FULLERTON AVE,1310,NARCOTICS,POSS: COCAINE,CTA TRAIN,False,True,122,11,42.0,1.0,19,1173051.0,1914565.0,2018,2018-04-27 11:20:00,41.79976768,-87.651374465,,SATURDAY,2018-04-21,11:20:00,4
10001608,DL026117,47XX N PULASKI RD,510,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,False,False,113,3,34.0,36.0,11,1185556.0,1900958.0,2017,2018-01-16 09:22:00,41.75259906,-87.75397506,"(41.75259906, -87.75397506)",SATURDAY,2017-12-23,09:22:00,12
10001609,DO371986,17XX E CICERO AVE,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1011,12,4.0,13.0,11,1182940.0,1915458.0,2021,2021-06-17 20:41:00,41.89284233,-87.5173653,"(41.89284233, -87.5173653)",WEDNESDAY,2021-06-16,20:41:00,6
10001610,QC469129,56XX N FULLERTON AVE,850,DECEPTIVE PRACTICE,FRAUD,SIDEWALK,False,False,621,7,42.0,22.0,17,1169999.0,1904558.0,2017,2017-09-22 19:07:00,41.86115603,-87.65193235,"(41.86115603, -87.65193235)",TUESDAY,2017-09-05,19:07:00,9
10001611,ON615125,64XX N DIVISION ST,312,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,621,10,23.0,3.0,20,1155176.0,1890235.0,2021,2021-02-08 21:46:00,41.89761708,-87.6276466,"(41.89761708, -87.6276466)",WEDNESDAY,2021-02-03,21:46:00,2
10001612,KT122997,26XX W PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,HOSPITAL BUILDING/GROUNDS,True,False,521,24,42.0,57.0,12,1174984.0,1862697.0,2022,2022-11-14 22:57:00,41.75531083,-87.7582839,"(41.75531083, -87.7582839)",SUNDAY,2022-10-23,22:57:00,10
10001613,HG527193,81XX S CLARK ST,750,THEFT,THEFT $500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,True,712,12,30.0,76.0,07,1167489.0,1864127.0,2017,2017-05-30 11:04:00,41.89741943,-87.74524819,"(41.89741943, -87.74524819)",MONDAY,2017-05-29,11:04:00,5
10001614,ZG854229,85XX W GRAND AVE,750,THEFT,THEFT $500 AND UNDER,GROCERY FOOD STORE,False,False,411,1,28.0,55.0,06,1158664.0,1852102.0,2016,2016-05-25 19:42:00,41.7210594,-87.67135995,"(41.7210594, -87.67135995)",TUESDAY,2016-05-10,19:42:00,5
10001615,EC682166,75XX S CHICAGO AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,False,112,2,33.0,23.0,02,1175720.0,1864595.0,2016,2016-07-18 19:55:00,41.94610856,-87.62180927,"(41.94610856, -87.62180927)",THURSDAY,2016-06-30,19:55:00,6
10001616,UR722401,66XX S MADISON ST,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,STREET,False,False,1411,25,11.0,22.0,17,1173180.0,1928063.0,2016,2016-11-18 12:01:00,41.84061179,-87.69166486,"(41.73085762, -87.69166486)",THURSDAY,2016-11-17,12:01:00,11
10001617,DJ718430,21XX N MADISON ST,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,True,312,14,35.0,42.0,17,1189809.0,1879534.0,2020,2020-07-04 07:22:00,41.84302797,-87.50037939,"(41.84302797, -87.50037939)",THURSDAY,2020-07-02,07:22:00,7
10001618,IO552769,97XX N ASHLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,CTA BUS,False,False,1611,8,26.0,38.0,01A,1183657.0,1903042.0,2019,2019-03-11 23:57:00,41.72774957,-87.69682565,"(41.72774957, -87.69682565)",SATURDAY,2019-03-09,23:57:00,3
10001619,BZ606703,86XX W STATE ST,910,VANDALISM,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,2511,20,45.0,44.0,13,1154086.0,1896522.0,2017,2017-02-20 20:46:00,41.95920925,-87.55904057,"(41.95920925, -87.55904057)",TUESDAY,2017-01-24,20:46:00,1
10001620,BH891855,8XX W WESTERN AVE,730,THEFT,SHOPLIFTING,OTHER,False,False,1121,19,47.0,70.0,13,1163604.0,1867699.0,2023,2023-06-24 18:23:00,41.72306625,-87.60242816,"(41.72306625, -87.60242816)",TUESDAY,2023-06-13,18:23:00,6
10001621,OB118212,98XX N HALSTED ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,True,True,712,24,25.0,55.0,01A,1189450.0,1922101.0,2016,2016-05-09 15:14:00,41.77357911,-87.7735422,"(41.77357911, -87.7735422)",TUESDAY,2016-04-26,15:14:00,4
10001622,HP292922,72XX N PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,True,812,20,32.0,65.0,17,1174984.0,1869075.0,2022,2022-01-26 18:07:00,41.82503985,-87.76616313,"(41.82503985, -87.76616313)",WEDNESDAY,2022-01-05,18:07:00,1
10001623,JI856401,31XX N GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,SIDEWALK,False,False,1411,7,6.0,51.0,26,1150860.0,1923240.0,2022,2022-12-12 10:59:00,41.84061179,-87.68455988,"(41.80680709, -87.68455988)",SUNDAY,2022-11-13,10:59:00,11
10001624,TI892457,47XX W NORTH AVE,560,ASSAULT,SIMPLE,CTA TRAIN,False,False,1511,14,22.0,28.0,15,1159784.0,1865056.0,2016,2016-11-13 20:01:00,41.8971735,-87.58616107,"(41.8971735, -87.58616107)",WEDNESDAY,2016-10-26,20:01:00,10
10001625,GS395078,60XX W ASHLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,True,False,121,25,16.0,23.0,04A,1174526.0,1912120.0,2019,2019-04-10 23:45:00,41.87845354,-87.651374465,"(41.87845354, -87.73461797)",WEDNESDAY,2019-03-20,23:45:00,3
10001626,IH339593,64XX N COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,RESIDENCE,True,False,121,16,28.0,3.0,09,1180413.0,1920535.0,2017,2018-01-07 12:16:00,41.73168245,-87.50634598,"(41.73168245, -87.50634598)",MONDAY,2017-12-25,12:16:00,12
10001627,UZ764474,32XX W PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,712,11,20.0,39.0,10,1157233.0,1858762.0,2015,2015-04-26 18:37:00,41.88474967,-87.52291359,"(41.88474967, -87.52291359)",SATURDAY,2015-04-25,18:37:00,4
10001628,TB111174,42XX N DIVISION ST,460,BATTERY,SIMPLE,OTHER,False,False,212,12,36.0,9.0,07,1171883.0,1890235.0,2021,2021-09-27 15:25:00,41.91713148,-87.56128911,"(41.91713148, -87.56128911)",SATURDAY,2021-08-28,15:25:00,8
10001629,FU160186,11XX S PULASKI RD,730,THEFT,SHOPLIFTING,ALLEY,False,False,212,7,9.0,56.0,01A,1172619.0,1917620.0,2019,2019-09-06 13:32:00,41.84061179,-87.7590359,"(41.76798752, -87.7590359)",TUESDAY,2019-09-03,13:32:00,9
10001630,RU298221,59XX E PULASKI RD,910,VANDALISM,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,False,False,122,8,15.0,15.0,16,1170735.0,1926073.0,2023,2023-09-06 23:50:00,41.84212632,-87.70287613,"(41.84212632, -87.70287613)",FRIDAY,2023-08-25,23:50:00,8
10001631,ZV018315,44XX W CLARK ST,750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,True,True,1611,4,28.0,71.0,09,1154184.0,1906062.0,2023,2023-01-28 04:08:00,41.84356896,-87.53919735,"(41.84356896, -87.53919735)",SUNDAY,2023-01-22,04:08:00,1
10001632,FZ642693,96XX S STATE ST,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,2211,17,28.0,50.0,04A,1191664.0,1858193.0,2022,2022-11-08 19:40:00,41.79314685,-87.67670714,"(41.79314685, -87.67670714)",THURSDAY,2022-10-27,19:40:00,10
10001633,XB396488,77XX W COTTAGE GROVE AVE,1310,NARCOTICS,POSS: COCAINE,COMMERCIAL / BUSINESS OFFICE,False,False,521,14,25.0,40.0,03,1197806.0,1878447.0,2017,2017-08-07 22:28:00,41.74778438,-87.56017155,"(41.74778438, -87.56017155)",FRIDAY,2017-08-04,22:28:00,8
10001634,QB588543,7XX E COTTAGE GROVE AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,ALLEY,True,True,122,3,32.0,32.0,02,1184051.0,1870992.0,2022,2022-11-25 20:46:00,41.95052065,-87.79073511,"(41.95052065, -87.79073511)",MONDAY,2022-10-31,20:46:00,10
10001635,JM335995,63XX W DIVISION ST,510,ASSAULT,AGGRAVATED: HANDGUN,CTA TRAIN,True,False,111,6,48.0,77.0,01A,1177189.0,1919349.0,2020,2021-01-06 10:36:00,41.74441526,-87.71964241,"(41.74441526, -87.71964241)",TUESDAY,2020-12-08,10:36:00,12
10001636,RQ727633,21XX S CLARK ST,740,THEFT,THEFT OVER $500,PARK PROPERTY,False,False,113,3,5.0,52.0,04B,1197426.0,1894641.0,2021,2021-08-08 19:55:00,41.93191824,-87.63676053,"(41.93191824, -87.63676053)",SUNDAY,2021-07-11,19:55:00,7
10001637,UR172633,17XX W NORTH AVE,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,True,311,20,6.0,33.0,16,1178966.0,1871585.0,2022,2022-02-10 13:08:00,41.7092647,-87.73910564,,FRIDAY,2022-01-21,13:08:00,1
10001638,BM995806,72XX W COTTAGE GROVE AVE,800,ARSON,AGGRAVATED,VEHICLE NON-COMMERCIAL,False,False,2511,25,14.0,8.0,11,1180593.0,1867108.0,2019,2019-09-10 20:28:00,41.69791708,-87.54411901,"(41.69791708, -87.54411901)",TUESDAY,2019-08-20,20:28:00,8
10001639,DZ376149,12XX E DIVISION ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,ALLEY,False,False,1811,22,33.0,39.0,20,1175471.0,1877657.0,2023,2023-02-18 12:28:00,41.6932701,-87.788958,"(41.6932701, -87.788958)",FRIDAY,2023-02-10,12:28:00,2
10001640,II011066,70XX E MADISON ST,620,BURGLARY,UNLAWFUL ENTRY,BAR OR TAVERN,False,False,2211,12,6.0,35.0,07,1162979.0,1909967.0,2018,2018-02-04 21:26:00,41.88505841,-87.77909311,"(41.88505841, -87.77909311)",SUNDAY,2018-01-07,21:26:00,1
10001641,XP078456,64XX W DIVISION ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,False,False,312,8,2.0,73.0,03,1197725.0,1874700.0,2021,2021-04-09 17:39:00,41.84061179,-87.651374465,"(41.90367548, -87.75052374)",WEDNESDAY,2021-03-17,17:39:00,3
10001642,DI294242,43XX S STATE ST,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,411,10,38.0,53.0,10,1155762.0,1890235.0,2022,2022-06-20 15:14:00,41.79501145,-87.79453338,"(41.79501145, -87.79453338)",THURSDAY,2022-06-09,15:14:00,6
10001643,IE857098,71XX E CHICAGO AVE,312,ROBBERY,ARMED: HANDGUN,STREET,True,False,411,11,49.0,64.0,19,1158136.0,1881731.0,2016,2016-05-13 06:46:00,41.80249366,-87.50579358,"(41.80249366, -87.50579358)",WEDNESDAY,2016-05-04,06:46:00,5
10001644,YT012912,68XX E BROADWAY,460,BATTERY,SIMPLE,SIDEWALK,False,False,1011,24,36.0,53.0,05,1183920.0,1925247.0,2016,2016-09-23 20:52:00,41.84061179,-87.68002507,"(41.71938714, -87.68002507)",MONDAY,2016-09-05,20:52:00,9
10001645,TN095597,78XX W FULLERTON AVE,910,VANDALISM,CRIMINAL DAMAGE,ALLEY,True,False,121,2,43.0,45.0,07,1197225.0,1895609.0,2017,2017-12-04 19:57:00,41.93117007,-87.79860221,"(41.93117007, -87.79860221)",SUNDAY,2017-12-03,19:57:00,12
10001646,DC647005,42XX W COTTAGE GROVE AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1611,4,17.0,1.0,03,1178819.0,1877941.0,2018,2018-07-02 07:19:00,41.84061179,-87.65361158,"(41.84545712, -87.65361158)",SATURDAY,2018-06-16,07:19:00,6
10001647,VL137243,60XX W FULLERTON AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,False,False,212,22,7.0,40.0,04B,1197727.0,1890102.0,2021,2021-08-01 12:49:00,41.93311478,-87.74420831,"(41.93311478, -87.74420831)",SUNDAY,2021-07-11,12:49:00,7
10001648,KG723080,71XX S MADISON ST,1240,NARCOTICS,POSS: HEROIN(WHITE),HOSPITAL BUILDING/GROUNDS,False,False,912,18,24.0,76.0,14,1171513.0,1889514.0,2022,2022-12-27 07:25:00,41.71126009,-87.65173546,"(41.71126009, -87.65173546)",THURSDAY,2022-12-01,07:25:00,12
10001649,UB713618,36XX S PULASKI RD,910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,False,False,712,3,42.0,59.0,17,1173753.0,1884895.0,2016,2016-01-29 19:02:00,41.71797316,-87.70600545,"(41.71797316, -87.70600545)",SUNDAY,2016-01-03,19:02:00,1
10001650,KL690714,81XX E BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",True,True,621,10,11.0,43.0,04A,1197366.0,1880893.0,2018,2018-01-30 19:26:00,41.84061179,-87.66145653,"(41.782877, -87.66145653)",SUNDAY,2018-01-07,19:26:00,1
10001651,SP013094,26XX E NORTH AVE,750,THEFT,THEFT $500 AND UNDER,PARKING LOT / GARAGE(NON.RESID.),False,False,2211,9,23.0,30.0,26,1178478.0,1902332.0,2017,2017-10-08 10:19:00,41.95681713,-87.63531864,"(41.95681713, -87.63531864)",WEDNESDAY,2017-09-13,10:19:00,9
